dmp_title,md_path,Element title,Generated_Gpt_content,status
Human clinical and genomic data-NIA,primary\gpt-DMPs\Human clinical and genomic data-NIA-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"Scientific data will be made available no later than the time of publication of the primary results or at the end of the performance period, whichever occurs first, in accordance with NIH guidelines. Data will remain available through the designated repositories for a minimum of 10 years after the end of the project or as per repository policies.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Human clinical and genomic data-NIA,primary\gpt-DMPs\Human clinical and genomic data-NIA-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","All research participants will be consented for broad data sharing; however, access to individual-level genomic and phenotypic data will be subject to data use limitations to protect participant privacy and confidentiality. Data will be shared under terms consistent with the informed consent provided by participants, and in compliance with applicable federal, state, and institutional regulations governing human subjects research.",ok
Human clinical and genomic data-NIA,primary\gpt-DMPs\Human clinical and genomic data-NIA-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,"Yes, access to individual-level data will be controlled. Data will be made available to qualified investigators through the dbGaP and NIAGADS approved access processes, which require submission and approval of a Data Access Request (DAR) and a Data Use Certification (DUC) agreement.",ok
Human clinical and genomic data-NIA,primary\gpt-DMPs\Human clinical and genomic data-NIA-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","All data will be de-identified prior to sharing in accordance with HIPAA and NIH guidelines. Identifiable information will be removed, and each subject will be assigned a unique study ID. Data will be shared only via NIH-approved controlled-access repositories with established procedures for data access review and monitoring. A Certificate of Confidentiality will be obtained for the study. Data use agreements will require adherence to privacy and confidentiality standards, including prohibitions on re-identification and redistribution.

**Element 6: Oversight of Data Management and Sharing:**  
Compliance with this Data Management and Sharing Plan will be overseen by the study’s Data Management and Sharing Lead (DMS Lead), in collaboration with the Principal Investigator (PI) and the institutional Office of Research Compliance. The DMS Lead will monitor data collection, curation, and submission activities on a quarterly basis and ensure that data are submitted to the designated repositories in accordance with NIH policy and project timelines. The PI will provide overall oversight, and compliance will be audited annually by the institution’s Data Governance Committee. Any issues or deviations will be reported and addressed promptly to ensure ongoing compliance.",ok
Non-human data (rodents)-NIA,primary\gpt-DMPs\Non-human data (rodents)-NIA-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The project will generate multimodal datasets from 50 to 80 mouse subjects, comprising:  
   - Electrophysiology data: Raw extracellular voltage recordings and processed spike time data from 64-channel probes targeted to the mouse hippocampus; estimated data volume to be shared is 100–1000 GB.  
   - Behavioral data: Raw video recordings of spatial navigation behavior (freely moving mice in an arena) and processed positional and heading data for each frame; estimated data volume is 10–100 GB.  
   - Imaging data: Confocal microscopy 3-color image stacks of immunostained brain tissue, used to verify probe placement in the hippocampus; estimated data volume is 1–10 GB.",ok
Non-human data (rodents)-NIA,primary\gpt-DMPs\Non-human data (rodents)-NIA-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All raw and processed electrophysiology data, behavioral videos and derived trajectory data, and confocal microscopy image stacks will be preserved and shared. Sharing these datasets will enable reproducibility, secondary analyses, and comparison with other hippocampal studies, thereby maximizing the scientific value and impact of the research.",ok
Non-human data (rodents)-NIA,primary\gpt-DMPs\Non-human data (rodents)-NIA-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","Metadata to be shared will include:  
   - Subject-level information (age, sex, genotype, experimental group)  
   - Experimental protocols and procedures (surgery, behavioral tasks, electrophysiological recording parameters, imaging protocols)  
   - Data acquisition settings (hardware and software versions, sampling rates, filtering parameters)  
   - Data processing pipelines and code  
   - Data dictionaries and README files explaining data organization and formats  
   - Protocols for behavioral tests and image acquisition

**Element 2: Related Tools, Software and/or Code:**  
Specialized tools are required for data access and analysis:  
- Electrophysiology data: Open Ephys GUI, SpikeInterface, and custom Python/MATLAB scripts (to be shared via GitHub).  
- Behavioral data: OpenCV (Python) for video processing, DeepLabCut for pose estimation, and custom scripts (to be shared).  
- Imaging data: FIJI/ImageJ for confocal image viewing and analysis (open source).  
All custom code used for data processing and analysis will be made available in public repositories (e.g., GitHub) with documentation. All third-party tools are open source and freely available.

**Element 3: Standards:**  
The following data and metadata standards will be applied:  
- Electrophysiology data: Neurodata Without Borders (NWB:N 2.0) format for storing and sharing raw and processed data.  
- Behavioral data: Pose and trajectory data will be stored in CSV or HDF5 formats with metadata following the NWB extension where applicable.  
- Imaging data: Confocal image stacks will be provided in OME-TIFF format compliant with the Open Microscopy Environment (OME) standard.  
- Metadata: Organized according to the Minimum Information About a Neuroscience Investigation (MINI) guidelines and NWB metadata schemas.  
These standards will facilitate interoperability and reuse.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Non-human data (rodents)-NIA,primary\gpt-DMPs\Non-human data (rodents)-NIA-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"- Electrophysiology and behavioral data: OpenNeuro (https://openneuro.org)  
   - Imaging data: The Brain Image Library (BIL; https://www.brainimagelibrary.org)  
   - Code and documentation: GitHub and Zenodo for archival and DOI assignment",ok
Non-human data (rodents)-NIA,primary\gpt-DMPs\Non-human data (rodents)-NIA-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,"Datasets will be assigned persistent unique identifiers (DOIs) by the respective repositories (OpenNeuro, BIL, Zenodo). Metadata will include searchable keywords, and datasets will be indexed in public repository catalogs.",ok
Non-human data (rodents)-NIA,primary\gpt-DMPs\Non-human data (rodents)-NIA-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"Data will be made publicly available at the time of publication of the primary results or at the end of the award period, whichever comes first, in accordance with NIH policy. Data will remain available for at least 10 years or as long as the repository infrastructure is maintained.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Non-human data (rodents)-NIA,primary\gpt-DMPs\Non-human data (rodents)-NIA-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","All data are derived from non-human (mouse) subjects and do not contain personally identifiable information. No factors are anticipated to limit access, distribution, or reuse.",ok
Non-human data (rodents)-NIA,primary\gpt-DMPs\Non-human data (rodents)-NIA-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,All data will be openly available (uncontrolled access) upon release in the designated repositories.,ok
Non-human data (rodents)-NIA,primary\gpt-DMPs\Non-human data (rodents)-NIA-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","Not applicable; no human subjects are involved in this research.

**Element 6: Oversight of Data Management and Sharing:**  
The Principal Investigator (PI) will be responsible for compliance with this Plan, with day-to-day oversight by the project’s Data Steward (lab manager or designated research staff). The PI and Data Steward will review data management activities quarterly, ensure data are appropriately documented, and verify timely deposition in repositories. The institution’s Office of Research Compliance will conduct annual audits to ensure adherence to NIH DMS policy.",ok
Clinical data (human biospecimens),primary\gpt-DMPs\Clinical data (human biospecimens)-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The project will generate demographic and clinical data from 200 amyloid-positive, cognitively normal older adults with symptomatic insomnia. Scientific data types include:
   - Demographic variables (e.g., age, sex, education, race/ethnicity)
   - Clinical assessments (cognitive status assessments using standardized instruments)
   - Biomarker data:
     - Cerebrospinal fluid (CSF): amyloid-beta (Aβ), tau, phosphorylated tau, NPTX2, sTREM2, and neurofilament light (NfL)
     - Plasma: Aβ, tau, phosphorylated tau
   The estimated data volume is approximately 2-5 MB per participant, resulting in a total dataset size of approximately 1-2 GB (including raw data, cleaned datasets, and associated documentation).",ok
Clinical data (human biospecimens),primary\gpt-DMPs\Clinical data (human biospecimens)-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All de-identified individual-level demographic, clinical, and biomarker data described above will be preserved and shared. The rationale is to maximize scientific utility and reproducibility, to support secondary analyses, facilitate meta-analyses, and enable cross-cohort comparisons in aging and Alzheimer’s disease research. Data sharing is consistent with NIH and NIA policies and the broad data sharing consent obtained from participants.",ok
Clinical data (human biospecimens),primary\gpt-DMPs\Clinical data (human biospecimens)-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","The following will be made accessible:
   - Data dictionaries (variable names, definitions, allowable values)
   - Study protocols (enrollment, sample collection, assay methods)
   - Data collection forms and instruments (e.g., cognitive assessment scales)
   - Codebooks and data processing pipelines
   - Documentation of data cleaning and quality control procedures

**Element 2: Related Tools, Software and/or Code:**  
No specialized tools or proprietary software are required to access or analyze the shared datasets. All data will be provided in standard, non-proprietary formats (e.g., CSV, XLSX). Any code used for data processing or analysis (e.g., R scripts, Python code) will be shared via a public code repository (e.g., GitHub) and referenced in the data documentation.

**Element 3: Standards:**  
The project will employ established community data standards to maximize interoperability:
- Common Data Elements (CDEs) from the NIH/NIA Alzheimer’s Disease and Related Dementias (ADRD) CDEs will be used for demographic, clinical, and biomarker variables.
- Clinical and assay data will conform to standards such as LOINC codes for laboratory tests and Neuroimaging Data Model (NIDM) standards when applicable.
- Metadata will follow the Data Documentation Initiative (DDI) standard and will be mapped to the FAIR principles.
- If consensus standards are unavailable for specific biomarker assays (e.g., NPTX2), detailed assay protocols and measurement units will be provided to ensure reproducibility.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Clinical data (human biospecimens),primary\gpt-DMPs\Clinical data (human biospecimens)-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"Data and metadata will be archived in the National Institute on Aging Genetics of Alzheimer’s Disease Data Storage Site (NIAGADS; https://www.niagads.org/), a NIH-designated repository for aging and Alzheimer’s disease research data.",ok
Clinical data (human biospecimens),primary\gpt-DMPs\Clinical data (human biospecimens)-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,"Each dataset deposited in NIAGADS will be assigned a persistent unique identifier (e.g., DOI or accession number) and indexed in the repository’s catalog. Metadata will be registered to ensure discoverability through NIAGADS and associated NIH data discovery platforms.",ok
Clinical data (human biospecimens),primary\gpt-DMPs\Clinical data (human biospecimens)-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"Data will be made available no later than the time of first publication of primary results or at the end of the funding period, whichever comes first. Data will remain available in the repository for a minimum of 10 years, per NIH and NIA guidelines, or as long as the repository remains active.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Clinical data (human biospecimens),primary\gpt-DMPs\Clinical data (human biospecimens)-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","All participants will provide informed consent for broad data sharing. Data will be de-identified to minimize risk to participant privacy. Reuse will be permitted for research purposes consistent with the original consent, with no known additional restrictions. Data use limitations and any additional requirements will be disclosed in the data use agreement per NIAGADS policy.",ok
Clinical data (human biospecimens),primary\gpt-DMPs\Clinical data (human biospecimens)-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,"Yes, access to individual-level data will be controlled. Researchers will be required to submit a data access request and agree to NIAGADS data use terms, which include requirements for IRB approval or exemption and adherence to privacy/confidentiality protections.",ok
Clinical data (human biospecimens),primary\gpt-DMPs\Clinical data (human biospecimens)-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","Data will be de-identified in accordance with the HIPAA Privacy Rule Safe Harbor method prior to sharing. Direct identifiers will be removed. The study will obtain a Certificate of Confidentiality from NIH to further protect participant information. Data sharing agreements will require recipients to uphold participant confidentiality and prohibit re-identification attempts.

**Element 6: Oversight of Data Management and Sharing:**  
Compliance with this Data Management and Sharing Plan will be overseen by the project’s Data Steward (Principal Investigator) and the institutional Data Management Officer. The Data Steward will ensure data de-identification, documentation, and timely deposition in the repository. Oversight will occur quarterly via internal audits and annual reporting to the NIH Program Officer. Any deviations from the Plan will be addressed promptly and documented in progress reports.",ok
Drug discovery including intellectual property,primary\gpt-DMPs\Drug discovery including intellectual property-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The project will generate the following types of scientific data:  
   - Compound Design and Production Protocols: Documentation for the design, synthesis, purification, and characterization protocols for approximately 30 analogs of Compound A (~30 protocol files, estimated 10-20 MB total).  
   - In Vitro and Cell-Based Assay Data: Quantitative and qualitative assay data (e.g., dose-response curves, IC50/EC50 values, raw and processed data tables, images) for 30 Compound A analogs (~50-75 data files, estimated 500 MB).  
   - Substance Stability and Toxicology Data: In vitro and in vivo toxicology data for 10 analogs, using 6 wild-type (WT) mice per dose across 5 doses (~30 spreadsheets, 10-20 MB; includes body weight, clinical signs, pathology, and stability metrics).  
   - Pharmacokinetics (ADME) Data: ADME (absorption, distribution, metabolism, excretion) data for 3-4 compounds tested in 5xFAD mice (10 mice per dose, 4 doses; ~20-30 spreadsheets, 10-20 MB, including plasma/brain concentration-time profiles).  
   - Preclinical PET Imaging Data: PET imaging raw and processed data for 2-3 compounds in 15 WT or 5xFAD mice per compound (~100-200 DICOM files, processed images, and ROI analyses; estimated 20-30 GB).",ok
Drug discovery including intellectual property,primary\gpt-DMPs\Drug discovery including intellectual property-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All raw and processed scientific data underlying published results will be preserved and shared. This includes:  
   - Protocols for compound design, synthesis, and purification (to enable reproducibility)
   - Raw and analyzed assay data for all tested analogs (for transparency and secondary analysis)
   - Toxicology and pharmacokinetic datasets (to support safety and efficacy claims)
   - Raw and processed PET imaging files and associated quantitative analyses (to enable re-use and meta-analysis)
   Data that are not intended for preservation include internal communications, preliminary notes, and data unrelated to published results. The rationale for sharing is to maximize transparency, reproducibility, and re-use in accordance with NIH and NIA policies.",ok
Drug discovery including intellectual property,primary\gpt-DMPs\Drug discovery including intellectual property-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","The following metadata and documentation will be made available:
   - Detailed protocol documents for compound synthesis, purification, and assays
   - Data dictionaries describing all variables and coding schemes
   - Experimental design metadata (e.g., animal IDs, genotypes, dosing regimens, timepoints)
   - Instrumentation settings (e.g., PET scanner configuration, assay plate layouts)
   - README files describing dataset structure and file organization
   - Software version information for any analysis tools used

**Element 2: Related Tools, Software and/or Code:**  
Standard data files (e.g., CSV, XLSX, PDF for protocols, DICOM for imaging) will be used.  
- PET imaging data may require DICOM-compatible viewers (e.g., OsiriX, ImageJ/Fiji, PMOD), all of which are freely available or have academic licenses.
- Custom analysis scripts (e.g., for pharmacokinetic modeling or image quantification) written in R, Python, or MATLAB will be included as supplementary files, with usage instructions provided.  
- No proprietary or restricted-access software is required for basic data access.

**Element 3: Standards:**  
- Data will be formatted according to relevant community standards:
  - PET Imaging: DICOM standard for raw and reconstructed imaging data.
  - Tabular Data: Comma-separated values (CSV) with accompanying data dictionaries following MIAME (Minimum Information About a Microarray Experiment) and ARRIVE (Animal Research: Reporting of In Vivo Experiments) guidelines where applicable.
  - Protocols: PDF or .docx format, with protocol metadata as per Minimum Information for Biological and Biomedical Investigations (MIBBI) guidelines.
  - Metadata: Described using schema.org and DataCite metadata standards to facilitate interoperability.
- If consensus standards do not exist for a particular data type, clear documentation will be provided.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Drug discovery including intellectual property,primary\gpt-DMPs\Drug discovery including intellectual property-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"- Protocols: Protocols.io (https://www.protocols.io)
   - Assay, toxicology, and pharmacokinetic data: Figshare (https://figshare.com) or NIA-supported data repository (e.g., AD Knowledge Portal)
   - PET imaging data: OpenNeuro (https://openneuro.org) for imaging data, or NITRC (Neuroimaging Informatics Tools and Resources Clearinghouse, https://www.nitrc.org)
   - All repositories comply with NIH criteria for data preservation and accessibility.",ok
Drug discovery including intellectual property,primary\gpt-DMPs\Drug discovery including intellectual property-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,"- Each dataset will be assigned a persistent unique identifier (DOI) through the chosen repository.
   - Metadata will be indexed and searchable via repository search tools and through integration with PubMed and other indexing services.
   - Datasets will be cited in publications using their respective DOIs.",ok
Drug discovery including intellectual property,primary\gpt-DMPs\Drug discovery including intellectual property-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"- Data will be made publicly available no later than the time of publication of the main results or at the end of the NIH award period, whichever occurs first.
   - Data will remain available in the selected repositories for a minimum of 10 years, in accordance with repository and NIH guidelines.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Drug discovery including intellectual property,primary\gpt-DMPs\Drug discovery including intellectual property-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","- No human subject data are included in this project; all data are from in vitro experiments and animal models.
   - All data will be de-identified and free of proprietary or sensitive information.
   - There are no known legal, ethical, or intellectual property constraints that would limit sharing, beyond standard citation and attribution requirements.",ok
Drug discovery including intellectual property,primary\gpt-DMPs\Drug discovery including intellectual property-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,"- All datasets will be shared via open access unless repository policies require registration.
   - No additional data use agreements or approvals are anticipated for reuse.",ok
Drug discovery including intellectual property,primary\gpt-DMPs\Drug discovery including intellectual property-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","- Not applicable; no human participant data will be generated or shared under this project.

**Element 6: Oversight of Data Management and Sharing:**  
Compliance with this Data Management and Sharing Plan will be overseen by the Principal Investigator (PI) and the project’s designated Data Steward (e.g., Research Data Manager).  
- Oversight will include quarterly reviews of data curation status, repository submissions, and documentation completeness.
- The Data Steward will be responsible for ensuring timely data upload, metadata quality, and adherence to data sharing timelines.
- Compliance will be reviewed annually by the institution’s Office of Research Compliance or equivalent body.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\gpt-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The project will generate high-fidelity (HiFi) long-read whole-genome sequencing data from a single human HeLa cell line (ATCC). Sequencing will be performed using the PacBio platform, yielding high-accuracy long-read data suitable for resolving complex genomic regions. The total expected data output is approximately 700 megabytes (MB), representing the complete genome sequence of the HeLa cell line at high resolution.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\gpt-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","The raw HiFi long-read sequencing data (in FASTQ/BAM format), the assembled genome sequence (in FASTA format), and associated variant call files (VCF) will be preserved and shared. Sharing these data will enable reproducibility, facilitate methodological advancements in genome assembly and variant calling, and promote secondary analyses by the broader genomics community. Given the HeLa cell line’s status as a widely used research resource, sharing comprehensive, high-resolution sequencing datasets will maximize the scientific impact of this project.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\gpt-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","The following metadata and documentation will be provided:  
   - Sample metadata (source, cell line identifier, passage number, and acquisition details from ATCC)
   - Sequencing metadata (platform, chemistry, run parameters, coverage statistics)
   - Data processing pipeline descriptions (software versions, parameters used for assembly and variant calling)
   - Study protocols, including DNA extraction and sequencing library preparation
   - Data dictionaries and README files to facilitate interpretation and re-use

**Element 2: Related Tools, Software and/or Code:**  
Data will be shared in standard formats (FASTQ, BAM, FASTA, VCF) that are compatible with widely-used bioinformatics tools. Recommended software for data access and analysis includes SAMtools, bcftools, IGV (Integrative Genomics Viewer), and PacBio SMRT Link. All these tools are freely available and can be accessed via their respective websites or open-source repositories. Custom scripts or pipelines (if developed) will be shared via GitHub with appropriate documentation.

**Element 3: Standards:**  
Data and metadata will adhere to accepted community standards for genomic data:  
- Sequencing data will be formatted according to the Sequence Read Archive (SRA) guidelines (FASTQ/BAM).
- Assembled genomes will be provided in FASTA format, and variant calls in VCF format, following specifications by the Global Alliance for Genomics and Health (GA4GH).
- Metadata will conform to the Minimum Information about a Genome Sequence (MIGS) and the BioSample metadata standards.
- Data processing and analysis protocols will be documented using the Protocols.io standard and included as supplementary documentation.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\gpt-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"Scientific data and metadata will be deposited in the NIH-supported Sequence Read Archive (SRA) for raw sequencing reads, and the Genome Sequence Archive (GenBank/ENA/DDBJ) for assembled genomes and variant data. Associated metadata will be submitted to BioSample and BioProject databases.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\gpt-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,"Data sets will be assigned persistent unique identifiers (accession numbers) by the SRA, GenBank, and BioSample repositories. These identifiers will be referenced in publications and made publicly available through standard repository indexing and search tools.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\gpt-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"All scientific data and metadata will be made publicly available no later than the time of first publication of the results or at the end of the project performance period, whichever comes first. Data will remain accessible in the repositories for a minimum of 10 years in accordance with NIH policy and repository guidelines.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\gpt-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","All research participants (HeLa cell line donors) have been consented for broad data sharing, and the HeLa cell line is a widely used and consented immortalized cell line. No additional limitations are anticipated regarding access or reuse. Data will be shared in accordance with NIH Genomic Data Sharing Policy and applicable data use certifications.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\gpt-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,Access to the scientific data will be open (uncontrolled) given the broad consent for sharing and the public nature of the HeLa cell line. Data will be deposited in public repositories with unrestricted access.,ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\gpt-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-gpt-4.1.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","The HeLa cell line is derived from a historical research participant and is widely used as a public resource. No personally identifiable information will be included with the data. All data will be de-identified and compliance with applicable policies (including Certificates of Confidentiality, if required) will be maintained to ensure the privacy and rights of individuals are respected.

**Element 6: Oversight of Data Management and Sharing:**  
Compliance with this Data Management and Sharing Plan will be overseen by the Principal Investigator (PI) in collaboration with the institution’s Data Steward and the Office of Research Compliance. Oversight will include quarterly reviews of data management activities, verification of timely data deposition, and ongoing monitoring to ensure adherence to NIH policies. Documentation of compliance will be maintained and reported as part of annual progress reports and at the time of publication.",ok
Secondary Data Analysis on Data from Human Subjects-NIA,primary\gpt-DMPs\Secondary Data Analysis on Data from Human Subjects-NIA-gpt-4.1.md,1. **Types and amount of scientific data expected to be generated in the project:**,"This project will generate secondary analysis datasets derived from two publicly available sources: the Baltimore Longitudinal Study of Aging (BLSA) and the OASIS-3 dataset. Data types will include processed clinical and cognitive assessments, MR imaging data (structural and functional), PET imaging data, APOE genotype status, and derived quantitative neuroimaging indices (e.g., BOLD local anisotropic correlation measures, Diffusion Tensor Imaging (DTI) indices such as fractional anisotropy, axial diffusivity, radial diffusivity, mean diffusivity). Additionally, new Fluorescence Optical Imaging (FOI) atlases in NIFTI format will be generated to delineate white matter (WM) and gray matter (GM) connectivity. The anticipated total data volume is approximately 500 GB, comprised mostly of neuroimaging atlas files and derived quantitative data matrices.",ok
Secondary Data Analysis on Data from Human Subjects-NIA,primary\gpt-DMPs\Secondary Data Analysis on Data from Human Subjects-NIA-gpt-4.1.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All derived analytic datasets, including voxelwise BOLD correlation maps, DTI template images, WM/GM connectivity atlases (NIFTI format), and summary statistics tables, will be preserved and shared. The rationale is to facilitate reproducibility, enable secondary use by other researchers, and provide normative data for future studies in aging and Alzheimer’s disease. Data directly obtained from BLSA and OASIS-3 will not be redistributed but can be accessed through the original repositories.",ok
Secondary Data Analysis on Data from Human Subjects-NIA,primary\gpt-DMPs\Secondary Data Analysis on Data from Human Subjects-NIA-gpt-4.1.md,"3. **Metadata, other relevant data, and associated documentation:**","Metadata will include detailed data dictionaries for all variables, processing pipelines and scripts (documented in README files), study protocols outlining analytic procedures, descriptions of spatial normalization and template creation methods, and documentation of inclusion/exclusion criteria. Where applicable, links to original data sources and instructions for accessing raw data will be provided.

**Element 2: Related Tools, Software and/or Code:**  
Specialized neuroimaging software will be required for accessing and manipulating the shared data, including FSL (FMRIB Software Library), SPM (Statistical Parametric Mapping), and ANTs (Advanced Normalization Tools), all of which are open-source and available for download. Custom scripts and pipelines (Python and MATLAB) used for data processing and analysis will be shared alongside the data via the data repository and GitHub, with documentation provided to facilitate reuse.

**Element 3: Standards:**  
Data and metadata will adhere to widely accepted neuroimaging standards, including the Brain Imaging Data Structure (BIDS) for organization and metadata, and NIFTI format for imaging data. Variable names, units, and definitions will follow the recommendations of the National Institute of Mental Health (NIMH) Data Archive and the Neuroimaging Data Model (NIDM) where possible. Data dictionaries will use standardized terminologies (e.g., Cognitive Atlas, LOINC) to enhance interoperability. All documentation and code will conform to FAIR (Findable, Accessible, Interoperable, Reusable) principles.

**Element 4: Data Preservation, Access, and Associated Timelines**",ok
Secondary Data Analysis on Data from Human Subjects-NIA,primary\gpt-DMPs\Secondary Data Analysis on Data from Human Subjects-NIA-gpt-4.1.md,1. **Repository where scientific data and metadata will be archived:**,"All newly generated data and documentation will be deposited in the OpenNeuro repository (https://openneuro.org/), which is an NIH-recognized data repository for neuroimaging data and supports BIDS-compliant datasets. Code will be archived in a public GitHub repository and linked to Zenodo for DOI assignment.",ok
Secondary Data Analysis on Data from Human Subjects-NIA,primary\gpt-DMPs\Secondary Data Analysis on Data from Human Subjects-NIA-gpt-4.1.md,2. **How scientific data will be findable and identifiable:**,Data will be assigned a persistent Digital Object Identifier (DOI) upon deposition in OpenNeuro and Zenodo. Metadata will include keywords and descriptors to facilitate discovery through standard indexing tools and repository search functions.,ok
Secondary Data Analysis on Data from Human Subjects-NIA,primary\gpt-DMPs\Secondary Data Analysis on Data from Human Subjects-NIA-gpt-4.1.md,3. **When and how long the scientific data will be made available:**,"All data and associated materials will be made publicly available no later than the time of publication of main study results or at the end of the performance period, whichever occurs first. Data will remain available in the repository for at least 10 years, following repository guidelines and NIH policy.

**Element 5: Access, Distribution, or Reuse Considerations**",ok
Secondary Data Analysis on Data from Human Subjects-NIA,primary\gpt-DMPs\Secondary Data Analysis on Data from Human Subjects-NIA-gpt-4.1.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","All shared data will be de-identified and processed in accordance with HIPAA and institutional policies to protect participant privacy. No limitations are anticipated for the derived datasets, as original data sources (BLSA and OASIS-3) are already broadly accessible to qualified investigators. Users will be required to cite the source datasets and this project’s data appropriately in any reuse.",ok
Secondary Data Analysis on Data from Human Subjects-NIA,primary\gpt-DMPs\Secondary Data Analysis on Data from Human Subjects-NIA-gpt-4.1.md,2. **Whether access to scientific data will be controlled:**,"Access to the derived analytic datasets and atlases will be open and not controlled. However, users seeking to access raw BLSA or OASIS-3 data must apply directly to those repositories and comply with their data use agreements.",ok
