dmp_title,md_path,Element title,Generated_Llama_content,status
Survey and interview data-NIA,primary\llama-DMPs\Survey and interview data-NIA-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"Scientific data and metadata arising from this project will be archived in a public repository such as the National Institutes of Health’s National Library of Medicine (NLM) or other NIH-approved repositories like the Interuniversity Consortium for Political and Social Research (ICPSR) for social science data, ensuring long-term preservation and access.",ok
Survey and interview data-NIA,primary\llama-DMPs\Survey and interview data-NIA-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"The scientific data will be made findable and identifiable through the use of persistent unique identifiers such as DOIs (Digital Object Identifiers), which will be assigned upon deposition into the chosen repository. Data will also be indexed using standard keywords and descriptors relevant to caregiver well-being, physical activity, and aging research.",ok
Survey and interview data-NIA,primary\llama-DMPs\Survey and interview data-NIA-llama3.3.md,3. **When and how long the scientific data will be made available:**,"The scientific data will be made available no later than the time of publication of the main findings or at the end of the performance period, whichever comes first. The data are expected to remain accessible for a minimum of 10 years after the project’s completion, as per NIH guidelines and repository policies, to allow for long-term research and analysis.",ok
Survey and interview data-NIA,primary\llama-DMPs\Survey and interview data-NIA-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","While we aim to maximize data sharing, factors such as participant privacy and confidentiality may limit certain aspects of data accessibility. All participants will provide broad consent for data sharing, but measures will be taken to de-identify data, especially for sensitive information shared during interviews.",ok
Survey and interview data-NIA,primary\llama-DMPs\Survey and interview data-NIA-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to the scientific data will not be controlled beyond what is required for protecting participant privacy and confidentiality. Once deposited in a public repository, data will be available for download and use by other researchers without need for approval, except where specified by repository policies.",ok
Survey and interview data-NIA,primary\llama-DMPs\Survey and interview data-NIA-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect the privacy, rights, and confidentiality of human research participants, all identifiable information will be removed from shared datasets (de-identification). We will also obtain a Certificate of Confidentiality from the NIH to further safeguard against disclosure of sensitive information. Informed consent documents will clearly outline the risks and benefits of data sharing.",ok
Survey and interview data-NIA,primary\llama-DMPs\Survey and interview data-NIA-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the Principal Investigator (PI) in collaboration with the research team, including a designated data manager. Regular checks (every 6 months) will ensure that data collection, storage, and sharing practices adhere to the outlined plan and relevant regulations. The institution’s Office of Research Compliance and Integrity will also provide oversight and support as needed to ensure adherence to NIH policies and ethical standards.",ok
Human clinical and genomic data-NIA,primary\llama-DMPs\Human clinical and genomic data-NIA-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"This study aims to generate whole genome sequencing (WGS) data from human blood samples of 3,200 non-Hispanic White (NHW) cases with Late-onset Alzheimer’s Disease (LOAD) and matched controls. Additionally, GWAS and exome sequencing data will be generated using blood samples from diverse populations: 1,000 African American (AA) cases and matched controls, and 1,343 Hispanic (HI) cases and matched controls. Familial WGS will also be completed in 1,012 NHW and HI individuals, respectively. The estimated total data size is approximately 30 TB. Associated phenotypic data, including clinical subtypes, endophenotypes, and biomarkers, will also be collected and shared.",ok
Human clinical and genomic data-NIA,primary\llama-DMPs\Human clinical and genomic data-NIA-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All generated WGS, GWAS, exome sequencing, and associated phenotypic data will be preserved and shared. The rationale for sharing these data is to facilitate research into the genetic underpinnings of Alzheimer’s Disease, particularly in diverse populations, thereby accelerating the discovery of potential therapeutic targets and improving our understanding of disease mechanisms. Broad sharing of these data will enable other researchers to validate findings, explore new hypotheses, and combine data from multiple studies to achieve more robust conclusions.",ok
Human clinical and genomic data-NIA,primary\llama-DMPs\Human clinical and genomic data-NIA-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","The metadata to be shared include sample identifiers, sequencing protocols, data processing pipelines, and quality control metrics. Other relevant data include demographic information (age, sex, ethnicity), clinical diagnoses, and biomarker measurements. Associated documentation will comprise study protocols, informed consent forms, and detailed descriptions of the methodologies used for data generation and analysis.",ok
Human clinical and genomic data-NIA,primary\llama-DMPs\Human clinical and genomic data-NIA-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools, software, and/or code needed to access or manipulate shared scientific data include bioinformatics pipelines for variant calling (e.g., GATK), genotyping (e.g., PLINK), and data analysis (e.g., R, Python libraries like Pandas and NumPy). These can be accessed through public repositories (e.g., GitHub) or downloaded from official software websites. Documentation on how to use these tools will be provided alongside the shared data.",ok
Human clinical and genomic data-NIA,primary\llama-DMPs\Human clinical and genomic data-NIA-llama3.3.md,### Element 3: Standards:,"Common data standards applied to the scientific data and associated metadata include those recommended by the Global Alliance for Genomics and Health (GA4GH) for genomic data, and the PhenX toolkit for phenotypic data. These standards enable interoperability of datasets and resources, facilitating combination and comparison of data across studies. Specifically, VCF (Variant Call Format) will be used for genetic variant data, and standardized ontologies (e.g., HPO for human phenotypes) will be applied to phenotypic descriptions.",ok
Human clinical and genomic data-NIA,primary\llama-DMPs\Human clinical and genomic data-NIA-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"Scientific data and metadata arising from the project will be archived in the Database of Genotypes and Phenotypes (dbGaP) and possibly other NIH-approved repositories, following the guidelines outlined by the NIH for data sharing.",ok
Human clinical and genomic data-NIA,primary\llama-DMPs\Human clinical and genomic data-NIA-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"The scientific data will be made findable and identifiable through the use of persistent unique identifiers (e.g., DOIs, accession numbers) and standard indexing tools available in the chosen repository.",ok
Human clinical and genomic data-NIA,primary\llama-DMPs\Human clinical and genomic data-NIA-llama3.3.md,3. **When and how long the scientific data will be made available:**,"The scientific data will be made available to other users no later than the time of an associated publication or end of the performance period, whichever comes first. Data will remain available for a minimum of 10 years after the project's completion, as per the repository's data retention policies and in compliance with NIH guidelines.",ok
Human clinical and genomic data-NIA,primary\llama-DMPs\Human clinical and genomic data-NIA-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Given that all research participants will be consented for broad data sharing, limitations on access are primarily related to protecting participant privacy and confidentiality. Data will be de-identified before sharing, and access may be controlled through dbGaP's authorized access mechanism for sensitive data.",ok
Human clinical and genomic data-NIA,primary\llama-DMPs\Human clinical and genomic data-NIA-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to the scientific data will be controlled through mechanisms provided by the chosen repository (e.g., dbGaP), requiring users to register and agree to terms of use before accessing sensitive or identifiable data.",ok
Human clinical and genomic data-NIA,primary\llama-DMPs\Human clinical and genomic data-NIA-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect participant privacy, rights, and confidentiality, all shared data will be de-identified according to the HIPAA Privacy Rule's standards for de-identification. Additionally, the study will obtain a Certificate of Confidentiality from the NIH to further safeguard against disclosure of sensitive information.",ok
Human clinical and genomic data-NIA,primary\llama-DMPs\Human clinical and genomic data-NIA-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the Principal Investigator (PI) in collaboration with the institution's data management office. Regular reviews (at least annually) will ensure that data are being collected, stored, and shared according to the plan and NIH policies. The PI and designated data managers will oversee data quality control, ensure timely sharing of data through approved repositories, and address any issues or concerns related to data access or use.",ok
Non-human data (rodents)-NIA,primary\llama-DMPs\Non-human data (rodents)-NIA-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The study will generate multimodal data from 50 to 80 mouse subjects, combining electrophysiological, behavioral, and imaging modalities. The expected data types include:
     - Electrophysiology data: Raw extracellular voltage recordings and processed spike time data, estimated at 100–1000 GB.
     - Behavioral data: Raw video frames and processed positional and heading data for spatial navigation tasks, estimated at 10–100 GB.
     - Imaging data: 3-color image stacks of immunostained mouse brain tissue from confocal microscopy, verifying probe placement in the hippocampus, estimated at 1–10 GB.",ok
Non-human data (rodents)-NIA,primary\llama-DMPs\Non-human data (rodents)-NIA-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All generated data (electrophysiology, behavioral, and imaging) will be preserved and shared. The rationale is to facilitate transparency, reproducibility, and further research into hippocampal function, potentially leading to advancements in understanding neurological disorders and aging processes.",ok
Non-human data (rodents)-NIA,primary\llama-DMPs\Non-human data (rodents)-NIA-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","Metadata will include experimental protocols, animal subject information (age, sex, strain), electrode placement coordinates, and behavioral task descriptions. Other relevant data will encompass environmental conditions during experiments (temperature, humidity) and equipment settings (microscope, recording devices). Associated documentation will include study protocols, data collection instruments, and detailed methodologies for data processing and analysis.",ok
Non-human data (rodents)-NIA,primary\llama-DMPs\Non-human data (rodents)-NIA-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software needed to access or manipulate shared scientific data include:
     - Electrophysiology analysis software (e.g., Spike2, MATLAB).
     - Video analysis software for behavioral data (e.g., ANY-maze, EthoVision).
     - Image processing software for microscopy images (e.g., ImageJ, Fiji).
   These tools can be accessed through their respective websites or academic licensing agreements.",ok
Non-human data (rodents)-NIA,primary\llama-DMPs\Non-human data (rodents)-NIA-llama3.3.md,### Element 3: Standards:,"Common data standards to be applied include:
     - Neurodata Without Borders (NWB) for electrophysiology and behavioral data.
     - Open Microscopy Environment (OME) for imaging data.
   These standards enable interoperability of datasets, facilitating collaborative research and data reuse. For metadata, we will adhere to the FAIR principles (Findable, Accessible, Interoperable, Reusable), ensuring that our data is properly described, licensed, and accessible.",ok
Non-human data (rodents)-NIA,primary\llama-DMPs\Non-human data (rodents)-NIA-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"Scientific data and metadata will be archived in the National Institute of Mental Health (NIMH) Data Archive (NDA), which is compatible with the standards mentioned above and allows for controlled access to sensitive data.",ok
Non-human data (rodents)-NIA,primary\llama-DMPs\Non-human data (rodents)-NIA-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"Data will be made findable through the use of persistent unique identifiers (DOIs) assigned by the repository, along with detailed metadata descriptions and standardized keywords facilitating discovery.",ok
Non-human data (rodents)-NIA,primary\llama-DMPs\Non-human data (rodents)-NIA-llama3.3.md,3. **When and how long the scientific data will be made available:**,"Scientific data will be made available no later than the time of publication of the main findings or end of the performance period, whichever comes first. Data will remain accessible for a minimum of 10 years following the end of the project to allow for extended research and validation opportunities.",ok
Non-human data (rodents)-NIA,primary\llama-DMPs\Non-human data (rodents)-NIA-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Given that our study involves animal subjects rather than human participants, factors affecting access are primarily related to ensuring the integrity and security of the data during sharing and storage. No limitations based on informed consent or privacy concerns are applicable.",ok
Non-human data (rodents)-NIA,primary\llama-DMPs\Non-human data (rodents)-NIA-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to certain aspects of the data, particularly detailed experimental protocols and raw data files, may be controlled through the NDA's access request mechanism to ensure that data are used appropriately and respectfully.",ok
Non-human data (rodents)-NIA,primary\llama-DMPs\Non-human data (rodents)-NIA-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","As this project involves mouse subjects, protections for human participant privacy, rights, and confidentiality are not applicable. However, all experiments will be conducted in accordance with institutional animal care and use guidelines to ensure ethical treatment of animals.",ok
Non-human data (rodents)-NIA,primary\llama-DMPs\Non-human data (rodents)-NIA-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the Principal Investigator (PI) and a designated data manager. Regular oversight meetings will occur quarterly to review data generation, storage, and sharing processes. The institution's research integrity office will also conduct annual reviews to ensure adherence to the plan and address any issues or updates as necessary.",ok
Clinical data (human biospecimens),primary\llama-DMPs\Clinical data (human biospecimens)-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"This study aims to collect demographic and clinical data from 200 amyloid-positive, cognitively normal older adults with symptomatic insomnia. The types of clinical data include amyloid-beta (Aβ), tau, phosphorylated tau, NPTX2, sTREM2, and NfL from cerebrospinal fluid (CSF); Aβ, tau, and phosphorylated tau from plasma; and cognitive status assessments. We anticipate generating approximately 200 datasets for each type of clinical data, along with associated demographic information.",ok
Clinical data (human biospecimens),primary\llama-DMPs\Clinical data (human biospecimens)-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All collected scientific data, including demographic information, CSF and plasma biomarkers, and cognitive assessments, will be preserved and shared. The rationale for sharing these data is to facilitate research into the relationship between amyloid positivity, insomnia, and cognitive decline in older adults, thereby advancing our understanding of Alzheimer's disease and related dementias.",ok
Clinical data (human biospecimens),primary\llama-DMPs\Clinical data (human biospecimens)-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","Metadata will include participant identifiers, age, sex, and collection dates for each sample. Other relevant data will encompass study protocols, data collection instruments (e.g., questionnaires, cognitive tests), and analytical methods used to process biomarker samples. Associated documentation will be made accessible to facilitate interpretation of the scientific data.",ok
Clinical data (human biospecimens),primary\llama-DMPs\Clinical data (human biospecimens)-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software needed to access or manipulate shared scientific data include statistical analysis packages (e.g., R, Python libraries) for handling large datasets and specific algorithms for biomarker analysis. These tools are widely available in the academic community.",ok
Clinical data (human biospecimens),primary\llama-DMPs\Clinical data (human biospecimens)-llama3.3.md,### Element 3: Standards:,"Common data standards applied to the scientific data and associated metadata will include those recommended by the National Institute on Aging (NIA) for Alzheimer's disease research, such as the Alzheimer’s Disease Neuroimaging Initiative (ADNI) protocols for biomarker collection and analysis. These standards enable interoperability of datasets and resources.",ok
Clinical data (human biospecimens),primary\llama-DMPs\Clinical data (human biospecimens)-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,Scientific data and metadata arising from the project will be archived in the National Institute on Aging Genetics of Alzheimer’s Disease Data Storage Site (NIAGADS) or a similar designated repository that aligns with NIH guidelines for data sharing.,ok
Clinical data (human biospecimens),primary\llama-DMPs\Clinical data (human biospecimens)-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"The scientific data will be made findable and identifiable via persistent unique identifiers (e.g., DOI numbers) and standard indexing tools compatible with the chosen repository, ensuring ease of access for other researchers.",ok
Clinical data (human biospecimens),primary\llama-DMPs\Clinical data (human biospecimens)-llama3.3.md,3. **When and how long the scientific data will be made available:**,"The scientific data will be made available to other users no later than the time of an associated publication or end of the performance period, whichever comes first, and will remain available for at least 10 years following the completion of the project to maximize its utility for the research community.",ok
Clinical data (human biospecimens),primary\llama-DMPs\Clinical data (human biospecimens)-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Given that all participants will provide consent for broad data sharing, factors affecting access are minimal. However, protections for privacy and confidentiality will be maintained through de-identification of datasets before sharing.",ok
Clinical data (human biospecimens),primary\llama-DMPs\Clinical data (human biospecimens)-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to the scientific data will not be controlled beyond the standard protocols of the repository used for archiving, which may include registration or acceptance of terms of use.",ok
Clinical data (human biospecimens),primary\llama-DMPs\Clinical data (human biospecimens)-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","To protect the privacy, rights, and confidentiality of human research participants, all shared data will be de-identified. Additionally, a Certificate of Confidentiality will be obtained to further safeguard against disclosure of sensitive information.",ok
Clinical data (human biospecimens),primary\llama-DMPs\Clinical data (human biospecimens)-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the Principal Investigator (PI) in collaboration with the institution's data management office. Regular checks (at least annually) will ensure that data are being properly collected, stored, and shared according to the plan and NIH guidelines. The PI will also be responsible for reporting any deviations from the plan to the funding agency.",ok
Drug discovery including intellectual property,primary\llama-DMPs\Drug discovery including intellectual property-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The project is estimated to generate a significant amount of scientific data, including: 
     - Design, production, characterization, and purification protocols for 30 Compound A analogs.
     - In vitro and cell-based assay data for 30 Compound A analogs.
     - Substance stability data, in vitro toxicology data, and in vivo toxicology data (using 6 WT mice per dose, with 5 doses) for 10 selected compounds.
     - Pharmacokinetics (ADME) data for 3-4 compounds (using 10 5xFAD mice per dose, with 4 doses).
     - Preclinical positron emission tomography (PET) imaging data for 2-3 compounds (using 15 WT or 5xFAD mice per compound).",ok
Drug discovery including intellectual property,primary\llama-DMPs\Drug discovery including intellectual property-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All scientific data generated from this project will be preserved and shared. The rationale is to facilitate transparency, reproducibility, and accelerated discovery in the field of aging research. Sharing these data will enable other researchers to build upon our findings, validate our results, and explore new hypotheses related to Compound A analogs.",ok
Drug discovery including intellectual property,primary\llama-DMPs\Drug discovery including intellectual property-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","The following metadata, other relevant data, and associated documentation will be made accessible:
     - Study protocols
     - Data collection instruments
     - compound characterization data (e.g., structure, purity)
     - Assay descriptions and results
     - PET imaging protocols and analysis methods
     - Mouse strain and breeding information
     - Dose response curves for toxicology studies",ok
Drug discovery including intellectual property,primary\llama-DMPs\Drug discovery including intellectual property-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software needed to access or manipulate shared scientific data include:
     - GraphPad Prism for dose-response curve analysis
     - ImageJ for PET imaging analysis
     - ChemDraw for chemical structure drawing and editing
     - These tools are widely used in the field and can be accessed through institutional licenses or free versions.",ok
Drug discovery including intellectual property,primary\llama-DMPs\Drug discovery including intellectual property-llama3.3.md,### Element 3: Standards:,"The following common data standards will be applied to ensure interoperability of datasets and resources:
     - MIABE (Minimum Information About a Bioactive Entity) for compound characterization
     - MIACA (Minimum Information About a Cellular Assay) for in vitro assay data
     - ToxML for toxicology data reporting
     - These standards are recognized within the biomedical research community and will facilitate comparison and integration of our data with existing datasets.",ok
Drug discovery including intellectual property,primary\llama-DMPs\Drug discovery including intellectual property-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"Scientific data and metadata arising from this project will be archived in publicly accessible repositories such as:
     - PubChem for compound structures and assay data
     - Figshare or Zenodo for other types of data (e.g., PET images, toxicology reports)
     - These repositories are recognized by the NIH and provide long-term preservation and access to scientific data.",ok
Drug discovery including intellectual property,primary\llama-DMPs\Drug discovery including intellectual property-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"Scientific data will be made findable and identifiable through:
     - Assignment of DOI (Digital Object Identifiers) for each dataset
     - Use of standardized keywords and ontology terms in metadata descriptions
     - Indexing in relevant databases and search engines",ok
Drug discovery including intellectual property,primary\llama-DMPs\Drug discovery including intellectual property-llama3.3.md,3. **When and how long the scientific data will be made available:**,"Scientific data will be made available no later than the time of publication of the associated manuscript or within 12 months of the project end date, whichever comes first. Data will remain accessible for a minimum of 10 years after the project completion to ensure their continued utility and accessibility to the research community.",ok
Drug discovery including intellectual property,primary\llama-DMPs\Drug discovery including intellectual property-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","The primary factor affecting access is ensuring that all shared data are properly de-identified to protect animal welfare and research participant confidentiality. Additionally, considerations related to intellectual property may apply for certain compound structures and associated protocols.",ok
Drug discovery including intellectual property,primary\llama-DMPs\Drug discovery including intellectual property-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to the scientific data will not be controlled beyond standard repository access controls (e.g., login requirements for some datasets). However, for sensitive or potentially patentable information, a embargo period may be applied prior to public release.",ok
Drug discovery including intellectual property,primary\llama-DMPs\Drug discovery including intellectual property-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","Although this project primarily involves animal models, any future studies involving human subjects will adhere strictly to guidelines protecting participant privacy, rights, and confidentiality, including but not limited to obtaining informed consent, using de-identification methods where applicable, and applying for Certificates of Confidentiality as necessary.",ok
Drug discovery including intellectual property,primary\llama-DMPs\Drug discovery including intellectual property-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Plan will be monitored and managed by the Principal Investigator (PI) in collaboration with the research institution’s data management office. Regular checks (every 6 months) will be performed to ensure that all generated data are properly documented, stored, and shared according to the outlined timeline and standards. The PI will also oversee the preparation of Data Management and Sharing reports as required by the NIH.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\llama-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The project aims to generate high-fidelity (HiFi) long-read whole-genome sequencing data from a single human HeLa cell line. The total expected data output is approximately 700 megabytes (MB), which will capture the complete genome of the HeLa cell line with high-resolution coverage. The sequencing will be performed using the PacBio platform, known for its high-accuracy long reads suitable for resolving complex genomic regions.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\llama-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All generated whole-genome sequencing data will be preserved and shared. The rationale behind this decision is to contribute to the scientific community's understanding of the HeLa cell line's genome, facilitating future research and potentially leading to breakthroughs in fields such as cancer biology and genomic medicine. Sharing these data aligns with the principles of transparency, reproducibility, and collaboration that underpin modern biomedical research.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\llama-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","Associated metadata will include sequencing protocols, sample preparation methods, and data analysis pipelines used in the project. Other relevant data may encompass quality control metrics for the sequencing runs and any additional experimental data that provide context to the genomic findings. Documentation such as study protocols, consent forms (given that this proposal involves human participants who have been consented for broad data sharing), and detailed descriptions of bioinformatic tools and parameters used will also be made accessible.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\llama-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software needed to access or manipulate the shared scientific data include but are not limited to PacBio's SMRT Link for initial data processing, and potentially other bioinformatics packages like SAMtools and BWA for alignment and variant calling. These tools are widely used in the genomics community and can be accessed through their respective official websites or through containerization platforms like Docker.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\llama-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-llama3.3.md,### Element 3: Standards:,"The project will apply common data standards to ensure interoperability of datasets. For genomic data, standards such as those provided by the Global Alliance for Genomics and Health (GA4GH) and the National Center for Biotechnology Information (NCBI) will be followed. Specifically, data will be formatted according to the SAM/BAM specification for aligned sequences and VCF for variant calls. Metadata will adhere to the MINSEQE guidelines where applicable, ensuring that all experimental and analytical processes are thoroughly documented and accessible.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\llama-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-llama3.3.md,1. **Repository where scientific data and metadata will be archived:**,"The scientific data and associated metadata arising from this project will be archived in the National Center for Biotechnology Information (NCBI) database, specifically through the Sequence Read Archive (SRA) for raw sequencing data and potentially dbGaP or equivalent repositories for analyzed data, depending on the sensitivity and type of data generated.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\llama-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-llama3.3.md,2. **How scientific data will be findable and identifiable:**,"Scientific data will be made findable and identifiable via accession numbers provided by the repository where the data are archived. Additionally, a persistent unique identifier (e.g., DOI) may be assigned to datasets upon publication, facilitating easy citation and access.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\llama-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-llama3.3.md,3. **When and how long the scientific data will be made available:**,"The scientific data will be made available no later than the time of an associated publication or at the end of the performance period, whichever comes first. The data are expected to remain accessible indefinitely through the designated repositories, ensuring their availability for future research.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\llama-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-llama3.3.md,"1. **Factors affecting subsequent access, distribution, or reuse of scientific data:**","Given that all research participants have been consented for broad data sharing, there are no anticipated limitations on the access, distribution, or reuse of the scientific data beyond standard considerations for genomic data, such as adherence to GA4GH guidelines and respect for the original consent provided by the participants.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\llama-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-llama3.3.md,2. **Whether access to scientific data will be controlled:**,"Access to the scientific data will not be controlled beyond the standard access controls implemented by the repositories where the data are archived. This means that once deposited, the data will be freely accessible to all users of these public databases.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\llama-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-llama3.3.md,"3. **Protections for privacy, rights, and confidentiality of human research participants:**","Since the project involves sequencing data from a well-characterized cell line (HeLa), which is not considered personal identifiable information in this context, additional protections beyond standard repository access controls are not deemed necessary. However, all procedures will adhere to relevant guidelines and regulations regarding the use and sharing of human-derived cell lines.",ok
HeLa Cell Whole Genome Sequence (DNA or RNA),primary\llama-DMPs\HeLa Cell Whole Genome Sequence (DNA or RNA)-llama3.3.md,### Element 6: Oversight of Data Management and Sharing:,"Compliance with this Data Management and Sharing Plan will be monitored and managed by the Principal Investigator (PI) of the project, in conjunction with the institution's research data management office. Regular checks will be performed at least bi-annually to ensure that all generated data are properly archived, documented, and shared according to the plan outlined here. Any issues or updates regarding data sharing will be addressed promptly by the PI in consultation with relevant stakeholders within the institution.",ok
Secondary Data Analysis on Data from Human Subjects-NIA,primary\llama-DMPs\Secondary Data Analysis on Data from Human Subjects-NIA-llama3.3.md,1. **Types and amount of scientific data expected to be generated in the project:**,"The proposed secondary analysis of publicly available datasets will generate several types of scientific data, including but not limited to, processed imaging data (BOLD signal, DTI indices such as fractional anisotropy, axial diffusivity, radial diffusivity, mean diffusivity), WM/GM connectivity maps derived from Fluorescence Optical Imaging (FOI) atlases in NIFTI format, and statistical analysis results comparing local anisotropic correlation of the BOLD signal and DTI indices between subjects with Alzheimer’s disease (AD) and those without AD. The estimated amount of data includes imaging datasets for 2,000 subjects (1,000 with AD and 1,000 without AD), which will be approximately 10 TB in size considering the high-resolution nature of MR and PET scans.",ok
Secondary Data Analysis on Data from Human Subjects-NIA,primary\llama-DMPs\Secondary Data Analysis on Data from Human Subjects-NIA-llama3.3.md,"2. **Scientific data that will be preserved and shared, and the rationale for doing so:**","All processed imaging data, statistical analysis results, and derived WM/GM connectivity maps will be preserved and shared. The rationale is to provide the research community with comprehensive datasets that can enhance understanding of white matter circuits in normal aging and AD, facilitate replication studies, and foster new investigations into the pathophysiology of AD.",ok
Secondary Data Analysis on Data from Human Subjects-NIA,primary\llama-DMPs\Secondary Data Analysis on Data from Human Subjects-NIA-llama3.3.md,"3. **Metadata, other relevant data, and associated documentation:**","Associated metadata will include subject demographics (age, sex), clinical and cognitive assessment scores, APOE status, and imaging protocol details. Other relevant data will comprise study protocols, data collection instruments, and detailed methodologies for image processing and statistical analyses. These will be made accessible to facilitate interpretation of the scientific data and ensure transparency and reproducibility.",ok
Secondary Data Analysis on Data from Human Subjects-NIA,primary\llama-DMPs\Secondary Data Analysis on Data from Human Subjects-NIA-llama3.3.md,"### Element 2: Related Tools, Software and/or Code:","Specialized tools and software needed to access or manipulate shared scientific data include FSL (FMRIB Software Library) for DTI analysis, AFNI (Analysis of Functional NeuroImages) for BOLD signal processing, and 3D Slicer for visualization and segmentation of imaging data. These tools are widely used in the neuroimaging community and can be accessed freely or through institutional licenses.",ok
Secondary Data Analysis on Data from Human Subjects-NIA,primary\llama-DMPs\Secondary Data Analysis on Data from Human Subjects-NIA-llama3.3.md,### Element 3: Standards:,"Common data standards to be applied include the NIfTI (Neuroimaging Informatics Technology Initiative) format for imaging data, ensuring interoperability across different analysis platforms. For metadata, standards such as those recommended by the NIH-funded Biomedical Data Sharing Workgroup will be followed, facilitating consistent description and annotation of datasets.",ok
